Bean Name,Bean Value
Yemen,500
Yemen,520
Yemen,540
Yemen,560
Yemen,580
Yemen,600
Yemen,620
Yemen,640
Yemen,660
Yemen,680
Yemen,700
Yemen,720
Yemen,740
Yemen,760
Yemen,780
Yemen,800
Yemen,820
Yemen,840
Yemen,860
Yemen,880
Yemen,900
Yemen,920
Yemen,940
Yemen,960
Yemen,980
Yemen,1000
Yemen,1020
Yemen,1040
Yemen,1060
Yemen,1080
Yemen,1100
Yemen,1120
Yemen,1140
Yemen,1160
Yemen,1180
Yemen,1200
Yemen,1220
Yemen,1240
Yemen,1260
Yemen,1280
Yemen,1300
Yemen,1320
Yemen,1340
Yemen,1360
Yemen,1380
Yemen,1400
Yemen,1420
Yemen,1440
Yemen,1460
Yemen,1480
Yemen,1500
Yemen,1520
Yemen,1540
Yemen,1560
Yemen,1580
Yemen,1600
Yemen,1620
Yemen,1640
Yemen,1660
Yemen,1680
Yemen,1700
Yemen,1720
Yemen,1740
Yemen,1760
Yemen,1780
Yemen,1800
Yemen,1820
Yemen,1840
Yemen,1860
Yemen,1880
Yemen,1900
Yemen,1920
Yemen,1940
Yemen,1960
Yemen,1980
Yemen,2000
Yemen,2020
Yemen,2040
Yemen,2060
Yemen,2080
Yemen,2100
Yemen,2120
Yemen,2140
Yemen,2160
Yemen,2180
Yemen,2200
Yemen,2220
Yemen,2240
Yemen,2260
Yemen,2280
Yemen,2300
Yemen,2320
Yemen,2340
Yemen,2360
Yemen,2380
Yemen,2400
Yemen,2420
Yemen,2440
Yemen,2460
Yemen,2480
Yemen,2500
Yemen,2520
Yemen,2540
Yemen,2560
Yemen,2580
Yemen,2600
Yemen,2620
Yemen,2640
Yemen,2660
Yemen,2680
Yemen,2700
Yemen,2720
Yemen,2740
Yemen,2760
Yemen,2780
Yemen,2800
Yemen,2820
Yemen,2840
Yemen,2860
Yemen,2880
Rwanda,2000
Rwanda,2020
Rwanda,2040
Rwanda,2060
Rwanda,2080
Rwanda,2100
Rwanda,2120
Rwanda,2140
Rwanda,2160
Rwanda,2180
Rwanda,2200
Rwanda,2220
Rwanda,2240
Rwanda,2260
Rwanda,2280
Rwanda,2300
Rwanda,2320
Rwanda,2340
Rwanda,2360
Rwanda,2380
Rwanda,2400
Rwanda,2420
Rwanda,2440
Rwanda,2460
Rwanda,2480
Rwanda,2500
Rwanda,2520
Rwanda,2540
Rwanda,2560
Rwanda,2580
Rwanda,2600
Rwanda,2620
Rwanda,2640
Rwanda,2660
Rwanda,2680
Rwanda,2700
Rwanda,2720
Rwanda,2740
Rwanda,2760
Rwanda,2780
Rwanda,2800
Rwanda,2820
Rwanda,2840
Rwanda,2860
Rwanda,2880
Rwanda,2900
Rwanda,2920
Rwanda,2940
Rwanda,2960
Rwanda,2980
Rwanda,3000
Rwanda,3020
Rwanda,3040
Rwanda,3060
Rwanda,3080
Rwanda,3100
Rwanda,3120
Rwanda,3140
Rwanda,3160
Rwanda,3180
Rwanda,3200
Rwanda,3220
Rwanda,3240
Rwanda,3260
Rwanda,3280
Rwanda,3300
Rwanda,3320
Rwanda,3340
Rwanda,3360
Rwanda,3380
Rwanda,3400
Rwanda,3420
Rwanda,3440
Rwanda,3460
Rwanda,3480
Rwanda,3500
Rwanda,3520
Rwanda,3540
Rwanda,3560
Rwanda,3580
Rwanda,3600
Rwanda,3620
Rwanda,3640
Rwanda,3660
Rwanda,3680
Rwanda,3700
Rwanda,3720
Rwanda,3740
Rwanda,3760
Rwanda,3780
Rwanda,3800
Rwanda,3820
Rwanda,3840
Rwanda,3860
Rwanda,3880
Rwanda,3900
Rwanda,3920
Rwanda,3940
Rwanda,3960
Rwanda,3980
Rwanda,4000
Rwanda,4020
Rwanda,4040
Rwanda,4060
Rwanda,4080
Rwanda,4100
Rwanda,4120
Rwanda,4140
Rwanda,4160
Rwanda,4180
Rwanda,4200
Rwanda,4220
Rwanda,4240
Rwanda,4260
Rwanda,4280
Rwanda,4300
Rwanda,4320
Rwanda,4340
Rwanda,4360
Rwanda,4380
Guatemala,3000
Guatemala,3020
Guatemala,3040
Guatemala,3060
Guatemala,3080
Guatemala,3100
Guatemala,3120
Guatemala,3140
Guatemala,3160
Guatemala,3180
Guatemala,3200
Guatemala,3220
Guatemala,3240
Guatemala,3260
Guatemala,3280
Guatemala,3300
Guatemala,3320
Guatemala,3340
Guatemala,3360
Guatemala,3380
Guatemala,3400
Guatemala,3420
Guatemala,3440
Guatemala,3460
Guatemala,3480
Guatemala,3500
Guatemala,3520
Guatemala,3540
Guatemala,3560
Guatemala,3580
Guatemala,3600
Guatemala,3620
Guatemala,3640
Guatemala,3660
Guatemala,3680
Guatemala,3700
Guatemala,3720
Guatemala,3740
Guatemala,3760
Guatemala,3780
Guatemala,3800
Guatemala,3820
Guatemala,3840
Guatemala,3860
Guatemala,3880
Guatemala,3900
Guatemala,3920
Guatemala,3940
Guatemala,3960
Guatemala,3980
Guatemala,4000
Guatemala,4020
Guatemala,4040
Guatemala,4060
Guatemala,4080
Guatemala,4100
Guatemala,4120
Guatemala,4140
Guatemala,4160
Guatemala,4180
Guatemala,4200
Guatemala,4220
Guatemala,4240
Guatemala,4260
Guatemala,4280
Guatemala,4300
Guatemala,4320
Guatemala,4340
Guatemala,4360
Guatemala,4380
Guatemala,4400
Guatemala,4420
Guatemala,4440
Guatemala,4460
Guatemala,4480
Guatemala,4500
Guatemala,4520
Guatemala,4540
Guatemala,4560
Guatemala,4580
Guatemala,4600
Guatemala,4620
Guatemala,4640
Guatemala,4660
Guatemala,4680
Guatemala,4700
Guatemala,4720
Guatemala,4740
Guatemala,4760
Guatemala,4780
Guatemala,4800
Guatemala,4820
Guatemala,4840
Guatemala,4860
Guatemala,4880
Guatemala,4900
Guatemala,4920
Guatemala,4940
Guatemala,4960
Guatemala,4980
Guatemala,5000
Guatemala,5020
Guatemala,5040
Guatemala,5060
Guatemala,5080
Guatemala,5100
Guatemala,5120
Guatemala,5140
Guatemala,5160
Guatemala,5180
Guatemala,5200
Guatemala,5220
Guatemala,5240
Guatemala,5260
Guatemala,5280
Guatemala,5300
Guatemala,5320
Guatemala,5340
Guatemala,5360
Guatemala,5380